,Intercambiador,Coche,Viaje,Hora Llegada Teórica,Desvio medio (minutos)
38,Sardinero,3,2,2000-01-01 07:24:00,-4.333333333333333
0,Sardinero,1,2,2000-01-01 07:39:00,-1.6166666666666665
19,Sardinero,2,3,2000-01-01 07:54:00,-1.4366666666666668
39,Sardinero,3,4,2000-01-01 08:09:00,-1.17
1,Sardinero,1,4,2000-01-01 08:27:00,-2.4966666666666666
20,Sardinero,2,5,2000-01-01 08:42:00,-2.753333333333333
40,Sardinero,3,6,2000-01-01 08:57:00,-3.443333333333333
2,Sardinero,1,6,2000-01-01 09:12:00,-3.5700000000000003
21,Sardinero,2,7,2000-01-01 09:26:00,-0.046666666666666655
41,Sardinero,3,8,2000-01-01 09:41:00,-1.3800000000000001
3,Sardinero,1,8,2000-01-01 09:55:00,-1.1533333333333333
22,Sardinero,2,9,2000-01-01 10:10:00,-0.4375
42,Sardinero,3,10,2000-01-01 10:25:00,-1.8799999999999997
57,Sardinero,101,2,2000-01-01 10:40:00,-1.64
4,Sardinero,1,10,2000-01-01 10:55:00,-0.8099999999999999
23,Sardinero,2,11,2000-01-01 11:11:00,-1.65
43,Sardinero,3,12,2000-01-01 11:25:00,-2.1399999999999997
5,Sardinero,1,12,2000-01-01 11:57:00,-2.79
24,Sardinero,2,13,2000-01-01 12:12:00,-2.27
44,Sardinero,3,14,2000-01-01 12:28:00,-4.433333333333333
6,Sardinero,1,14,2000-01-01 12:43:00,-4.766666666666667
25,Sardinero,2,15,2000-01-01 12:58:00,-1.7266666666666666
45,Sardinero,3,16,2000-01-01 13:13:00,-3.7133333333333334
7,Sardinero,1,16,2000-01-01 13:27:00,-2.07
26,Sardinero,2,17,2000-01-01 13:42:00,-0.9066666666666666
46,Sardinero,3,18,2000-01-01 13:57:00,-3.4200000000000004
8,Sardinero,1,18,2000-01-01 14:12:00,-2.0733333333333333
27,Sardinero,2,19,2000-01-01 14:29:00,-3.0433333333333334
47,Sardinero,3,20,2000-01-01 14:44:00,-4.156666666666666
9,Sardinero,1,20,2000-01-01 14:59:00,-3.5733333333333333
28,Sardinero,2,21,2000-01-01 15:14:00,-3.3433333333333337
48,Sardinero,3,22,2000-01-01 15:27:00,-3.253333333333334
10,Sardinero,1,22,2000-01-01 15:42:00,-4.253333333333333
29,Sardinero,2,23,2000-01-01 15:57:00,-4.126666666666666
49,Sardinero,3,24,2000-01-01 16:12:00,-3.9899999999999998
11,Sardinero,1,24,2000-01-01 16:26:00,-4.056666666666667
30,Sardinero,2,25,2000-01-01 16:41:00,-3.03
50,Sardinero,3,26,2000-01-01 16:56:00,-3.336666666666666
12,Sardinero,1,26,2000-01-01 17:10:00,-0.8300000000000001
31,Sardinero,2,27,2000-01-01 17:25:00,-0.86
51,Sardinero,3,28,2000-01-01 17:41:00,-1.8250000000000002
58,Sardinero,102,3,2000-01-01 17:56:00,-1.0466666666666666
13,Sardinero,1,28,2000-01-01 18:11:00,-3.3633333333333333
32,Sardinero,2,29,2000-01-01 18:25:00,-0.5166666666666667
52,Sardinero,3,30,2000-01-01 18:41:00,-2.96
14,Sardinero,1,30,2000-01-01 19:12:00,-4.123333333333333
33,Sardinero,2,31,2000-01-01 19:27:00,-3.013333333333333
53,Sardinero,3,32,2000-01-01 19:42:00,-2.5
15,Sardinero,1,32,2000-01-01 19:57:00,-3.1533333333333333
34,Sardinero,2,33,2000-01-01 20:12:00,-1.65
54,Sardinero,3,34,2000-01-01 20:27:00,-4.033333333333333
16,Sardinero,1,34,2000-01-01 20:42:00,-4.966666666666667
35,Sardinero,2,35,2000-01-01 20:57:00,-2.6
55,Sardinero,3,36,2000-01-01 21:12:00,-3.656666666666667
17,Sardinero,1,36,2000-01-01 21:25:00,-2.3033333333333337
36,Sardinero,2,37,2000-01-01 21:40:00,-1.9
56,Sardinero,3,38,2000-01-01 21:55:00,-2.9633333333333334
18,Sardinero,1,38,2000-01-01 22:10:00,-4.090000000000001
37,Sardinero,2,39,2000-01-01 22:24:00,-1.8799999999999997
77,Valdecilla,2,2,2000-01-01 07:30:00,-0.43
96,Valdecilla,3,3,2000-01-01 07:45:00,-0.3233333333333333
59,Valdecilla,1,3,2000-01-01 08:00:00,0.5799999999999998
78,Valdecilla,2,4,2000-01-01 08:17:00,0.5166666666666666
97,Valdecilla,3,5,2000-01-01 08:32:00,0.5166666666666667
60,Valdecilla,1,5,2000-01-01 08:47:00,0.013333333333333336
79,Valdecilla,2,6,2000-01-01 09:02:00,-0.2
98,Valdecilla,3,7,2000-01-01 09:18:00,-0.6599999999999999
61,Valdecilla,1,7,2000-01-01 09:33:00,-0.1266666666666668
80,Valdecilla,2,8,2000-01-01 09:48:00,-0.37333333333333335
99,Valdecilla,3,9,2000-01-01 10:03:00,-1.2433333333333334
62,Valdecilla,1,9,2000-01-01 10:33:00,-0.9266666666666667
81,Valdecilla,2,10,2000-01-01 10:48:00,0.7233333333333334
100,Valdecilla,3,11,2000-01-01 11:03:00,-1.0466666666666666
63,Valdecilla,1,11,2000-01-01 11:33:00,0.050000000000000024
82,Valdecilla,2,12,2000-01-01 11:48:00,0.25
101,Valdecilla,3,13,2000-01-01 12:02:00,-0.19666666666666668
64,Valdecilla,1,13,2000-01-01 12:19:00,-1.0933333333333333
83,Valdecilla,2,14,2000-01-01 12:34:00,0.22333333333333338
102,Valdecilla,3,15,2000-01-01 12:49:00,-0.31999999999999984
65,Valdecilla,1,15,2000-01-01 13:04:00,0.2633333333333335
84,Valdecilla,2,16,2000-01-01 13:21:00,-0.3433333333333334
103,Valdecilla,3,17,2000-01-01 13:35:00,-1.0933333333333333
66,Valdecilla,1,17,2000-01-01 13:51:00,-3.8266666666666667
85,Valdecilla,2,18,2000-01-01 14:06:00,-4.8133333333333335
104,Valdecilla,3,19,2000-01-01 14:20:00,-1.9033333333333335
67,Valdecilla,1,19,2000-01-01 14:35:00,-1.0566666666666664
86,Valdecilla,2,20,2000-01-01 14:50:00,0.3533333333333333
105,Valdecilla,3,21,2000-01-01 15:05:00,-2.336666666666667
68,Valdecilla,1,21,2000-01-01 15:17:00,-2.6900000000000004
87,Valdecilla,2,22,2000-01-01 15:32:00,-2.0766666666666667
106,Valdecilla,3,23,2000-01-01 15:47:00,-2.3966666666666665
69,Valdecilla,1,23,2000-01-01 16:02:00,-1.9200000000000004
88,Valdecilla,2,24,2000-01-01 16:18:00,-2.18
107,Valdecilla,3,25,2000-01-01 16:32:00,-0.28333333333333327
70,Valdecilla,1,25,2000-01-01 16:48:00,-1.9333333333333336
89,Valdecilla,2,26,2000-01-01 17:03:00,-0.2799999999999999
108,Valdecilla,3,27,2000-01-01 17:18:00,-1.7399999999999998
115,Valdecilla,102,2,2000-01-01 17:33:00,-0.9633333333333335
71,Valdecilla,1,27,2000-01-01 17:48:00,-1.1033333333333333
90,Valdecilla,2,28,2000-01-01 18:04:00,-1.8399999999999999
109,Valdecilla,3,29,2000-01-01 18:19:00,-2.1133333333333333
116,Valdecilla,102,4,2000-01-01 18:34:00,-0.7233333333333334
72,Valdecilla,1,29,2000-01-01 18:49:00,-2.423333333333333
91,Valdecilla,2,30,2000-01-01 19:04:00,-1.1433333333333333
110,Valdecilla,3,31,2000-01-01 19:19:00,-1.1166666666666667
73,Valdecilla,1,31,2000-01-01 19:34:00,-1.7600000000000002
92,Valdecilla,2,32,2000-01-01 19:49:00,-1.726666666666667
111,Valdecilla,3,33,2000-01-01 20:04:00,-0.8166666666666667
74,Valdecilla,1,33,2000-01-01 20:19:00,-1.1166666666666667
93,Valdecilla,2,34,2000-01-01 20:34:00,-1.64
112,Valdecilla,3,35,2000-01-01 20:49:00,-2.2800000000000002
75,Valdecilla,1,35,2000-01-01 21:04:00,-4.42
94,Valdecilla,2,36,2000-01-01 21:16:00,-0.9833333333333334
113,Valdecilla,3,37,2000-01-01 21:31:00,-1.0166666666666666
76,Valdecilla,1,37,2000-01-01 21:46:00,-1.8166666666666669
95,Valdecilla,2,38,2000-01-01 22:01:00,-1.1633333333333333
114,Valdecilla,3,39,2000-01-01 22:14:00,-0.34
