,linea,linea_real,salida,llegada_central,espera,outlayers,espera_mas_50,espera minutos,hora salida
1,13,14,2018-07-12 07:31:13,2018-07-12 07:38:49,0 days 00:07:36.000000000,0,1,7.6,7.31
2,13,13,2018-07-12 07:48:35,2018-07-12 07:53:41,0 days 00:05:06.000000000,0,0,5.1,7.48
3,13,14,2018-07-12 08:01:45,2018-07-12 08:02:03,0 days 00:00:18.000000000,0,0,0.3,8.01
4,13,13,2018-07-12 08:19:54,2018-07-12 08:23:40,0 days 00:03:46.000000000,0,0,3.7666666666666666,8.19
5,13,14,2018-07-12 08:33:59,2018-07-12 08:38:26,0 days 00:04:27.000000000,0,0,4.45,8.33
7,13,14,2018-07-12 09:03:41,2018-07-12 09:08:49,0 days 00:05:08.000000000,0,0,5.133333333333334,9.03
8,13,13,2018-07-12 09:20:26,2018-07-12 09:23:49,0 days 00:03:23.000000000,0,0,3.3833333333333333,9.2
9,13,13,2018-07-12 09:49:32,2018-07-12 09:54:10,0 days 00:04:38.000000000,0,0,4.633333333333334,9.49
10,13,14,2018-07-12 09:51:35,2018-07-12 09:54:10,0 days 00:02:35.000000000,0,0,2.5833333333333335,9.51
11,13,14,2018-07-12 10:18:39,2018-07-12 10:23:50,0 days 00:05:11.000000000,0,0,5.183333333333334,10.18
12,13,13,2018-07-12 10:33:22,2018-07-12 10:36:44,0 days 00:03:22.000000000,0,0,3.3666666666666667,10.33
13,13,13,2018-07-12 11:04:49,2018-07-12 11:08:55,0 days 00:04:06.000000000,0,0,4.1,11.04
14,13,14,2018-07-12 11:05:17,2018-07-12 11:08:55,0 days 00:03:38.000000000,0,0,3.6333333333333333,11.05
15,13,14,2018-07-12 11:33:41,2018-07-12 11:35:09,0 days 00:01:28.000000000,0,0,1.4666666666666666,11.33
16,13,13,2018-07-12 11:48:56,2018-07-12 11:53:30,0 days 00:04:34.000000000,0,0,4.566666666666666,11.48
17,13,14,2018-07-12 12:04:31,2018-07-12 12:09:16,0 days 00:04:45.000000000,0,0,4.75,12.04
18,13,13,2018-07-12 12:20:33,2018-07-12 12:23:51,0 days 00:03:18.000000000,0,0,3.3,12.2
19,13,14,2018-07-12 12:46:11,2018-07-12 12:53:55,0 days 00:07:44.000000000,0,1,7.733333333333333,12.46
20,13,13,2018-07-12 12:50:55,2018-07-12 12:53:55,0 days 00:03:00.000000000,0,0,3.0,12.5
21,13,13,2018-07-12 13:20:05,2018-07-12 13:23:57,0 days 00:03:52.000000000,0,0,3.8666666666666667,13.2
22,13,14,2018-07-12 13:35:21,2018-07-12 13:38:34,0 days 00:03:13.000000000,0,0,3.216666666666667,13.35
23,13,13,2018-07-12 13:50:00,2018-07-12 13:53:11,0 days 00:03:11.000000000,0,0,3.183333333333333,13.5
26,13,14,2018-07-12 14:33:14,2018-07-12 14:38:45,0 days 00:05:31.000000000,0,0,5.516666666666667,14.33
27,13,13,2018-07-12 14:53:22,2018-07-12 14:53:46,0 days 00:00:24.000000000,0,0,0.4,14.53
28,13,14,2018-07-12 15:01:10,2018-07-12 15:08:47,0 days 00:07:37.000000000,0,1,7.616666666666666,15.01
29,13,13,2018-07-12 15:22:57,2018-07-12 15:23:49,0 days 00:00:52.000000000,0,0,0.8666666666666667,15.22
30,13,14,2018-07-12 15:49:00,2018-07-12 15:55:37,0 days 00:06:37.000000000,0,1,6.616666666666666,15.49
31,13,13,2018-07-12 15:49:13,2018-07-12 15:55:37,0 days 00:06:24.000000000,0,1,6.4,15.49
32,13,14,2018-07-12 16:18:00,2018-07-12 16:23:00,0 days 00:05:00.000000000,0,0,5.0,16.18
33,13,13,2018-07-12 16:20:00,2018-07-12 16:23:00,0 days 00:03:00.000000000,0,0,3.0,16.2
34,13,14,2018-07-12 16:48:00,2018-07-12 16:53:35,0 days 00:05:35.000000000,0,0,5.583333333333333,16.48
35,13,13,2018-07-12 17:03:00,2018-07-12 17:09:00,0 days 00:06:00.000000000,0,0,6.0,17.03
36,13,14,2018-07-12 17:16:38,2018-07-12 17:23:12,0 days 00:06:34.000000000,0,1,6.566666666666666,17.16
37,13,14,2018-07-12 17:19:00,2018-07-12 17:23:12,0 days 00:04:12.000000000,0,0,4.2,17.19
38,13,13,2018-07-12 17:32:55,2018-07-12 17:33:09,0 days 00:00:14.000000000,0,0,0.23333333333333334,17.32
39,13,14,2018-07-12 17:47:32,2018-07-12 17:53:53,0 days 00:06:21.000000000,0,1,6.35,17.47
40,13,13,2018-07-12 18:03:14,2018-07-12 18:08:21,0 days 00:05:07.000000000,0,0,5.116666666666666,18.03
41,13,14,2018-07-12 18:22:31,2018-07-12 18:23:42,0 days 00:01:11.000000000,0,0,1.1833333333333333,18.22
43,13,14,2018-07-12 18:48:53,2018-07-12 18:53:33,0 days 00:04:40.000000000,0,0,4.666666666666667,18.48
44,13,13,2018-07-12 19:08:31,2018-07-12 19:08:34,0 days 00:00:03.000000000,0,0,0.05,19.08
46,13,13,2018-07-12 19:49:15,2018-07-12 19:53:15,0 days 00:04:00.000000000,0,0,4.0,19.49
48,13,13,2018-07-12 20:19:36,2018-07-12 20:23:24,0 days 00:03:48.000000000,0,0,3.8,20.19
49,13,14,2018-07-12 20:31:39,2018-07-12 20:38:25,0 days 00:06:46.000000000,0,1,6.766666666666667,20.31
50,13,13,2018-07-12 20:48:36,2018-07-12 20:49:27,0 days 00:00:51.000000000,0,0,0.85,20.48
51,13,14,2018-07-12 21:01:02,2018-07-12 21:08:47,0 days 00:07:45.000000000,0,1,7.75,21.01
52,13,13,2018-07-12 21:20:00,2018-07-12 21:23:45,0 days 00:03:45.000000000,0,0,3.75,21.2
53,13,14,2018-07-12 21:32:40,2018-07-12 21:33:20,0 days 00:00:40.000000000,0,0,0.6666666666666666,21.32
54,13,13,2018-07-12 21:49:22,2018-07-12 21:53:47,0 days 00:04:25.000000000,0,0,4.416666666666667,21.49
55,13,14,2018-07-12 22:01:08,2018-07-12 22:08:36,0 days 00:07:28.000000000,0,1,7.466666666666667,22.01
56,17,17,2018-07-12 10:08:00,2018-07-12 10:08:44,0 days 00:00:44.000000000,0,0,0.7333333333333333,10.08
58,17,17,2018-07-12 11:23:01,2018-07-12 11:24:19,0 days 00:01:18.000000000,0,0,1.3,11.23
60,17,17,2018-07-12 12:09:08,2018-07-12 12:09:16,0 days 00:00:08.000000000,0,0,0.13333333333333333,12.09
61,17,17,2018-07-12 12:53:42,2018-07-12 12:53:55,0 days 00:00:13.000000000,0,0,0.21666666666666667,12.53
62,17,17,2018-07-12 16:08:00,2018-07-12 16:08:34,0 days 00:00:34.000000000,0,0,0.5666666666666667,16.08
63,17,17,2018-07-12 16:38:00,2018-07-12 16:38:00,0 days 00:00:00.000000000,0,0,0.0,16.38
64,17,17,2018-07-12 17:22:59,2018-07-12 17:23:12,0 days 00:00:13.000000000,0,0,0.21666666666666667,17.22
67,17,17,2018-07-12 18:23:00,2018-07-12 18:23:42,0 days 00:00:42.000000000,0,0,0.7,18.23
68,17,17,2018-07-12 18:53:00,2018-07-12 18:53:33,0 days 00:00:33.000000000,0,0,0.55,18.53
69,17,17,2018-07-12 19:08:00,2018-07-12 19:08:34,0 days 00:00:34.000000000,0,0,0.5666666666666667,19.08
71,17,17,2018-07-12 19:53:00,2018-07-12 19:53:15,0 days 00:00:15.000000000,0,0,0.25,19.53
72,17,17,2018-07-12 20:23:19,2018-07-12 20:23:24,0 days 00:00:05.000000000,0,0,0.08333333333333333,20.23
73,17,17,2018-07-12 20:38:00,2018-07-12 20:38:25,0 days 00:00:25.000000000,0,0,0.4166666666666667,20.38
75,17,17,2018-07-12 21:23:00,2018-07-12 21:23:45,0 days 00:00:45.000000000,0,0,0.75,21.23
77,17,17,2018-07-12 22:08:00,2018-07-12 22:08:36,0 days 00:00:36.000000000,0,0,0.6,22.08
